match_id,team_color,game_mode,goal_difference,match_duration,overtime,player_count,winner,afk_probability,match_date,goal_diff_category,duration_bucket,is_competitive,team_mode
81,Blue,Duel,-6,233,False,1,Orange,0.241,2025-09-06,large_loss,short,0,Blue_Duel
82,Blue,Duel,-2,436,True,1,Orange,0.084,2025-06-14,small_loss,very_long,1,Blue_Duel
83,Orange,Standard,6,348,False,3,Orange,0.093,2025-11-25,large_win,normal,0,Orange_Standard
84,Orange,Duel,3,230,False,1,Orange,0.222,2025-06-09,small_win,short,0,Orange_Duel
85,Blue,Duel,-3,376,False,1,Orange,0.077,2025-08-25,large_loss,long,0,Blue_Duel
86,Blue,Standard,-6,357,False,3,Orange,0.098,2025-10-30,large_loss,normal,0,Blue_Standard
87,Orange,Doubles,-5,385,False,2,Blue,0.053,2025-11-26,large_loss,long,0,Orange_Doubles
88,Blue,Doubles,-1,280,False,2,Orange,0.107,2025-07-14,small_loss,short,1,Blue_Doubles
89,Orange,Standard,-4,537,True,3,Blue,0.052,2025-10-26,large_loss,very_long,0,Orange_Standard
90,Blue,Doubles,-4,263,False,2,Orange,0.129,2025-07-30,large_loss,short,0,Blue_Doubles
91,Orange,Doubles,-5,352,False,2,Blue,0.097,2025-10-04,large_loss,normal,0,Orange_Doubles
92,Blue,Duel,0,235,False,1,Draw,0.204,2025-06-01,close,short,1,Blue_Duel
93,Blue,Standard,6,291,False,3,Blue,0.126,2025-11-26,large_win,short,0,Blue_Standard
94,Orange,Standard,3,289,False,3,Orange,0.146,2025-09-10,small_win,short,0,Orange_Standard
95,Orange,Standard,-6,344,False,3,Blue,0.087,2025-09-23,large_loss,normal,0,Orange_Standard
96,Blue,Duel,-3,305,False,1,Orange,0.051,2025-08-08,large_loss,normal,0,Blue_Duel
97,Orange,Doubles,-4,313,False,2,Blue,0.087,2025-08-20,large_loss,normal,0,Orange_Doubles
98,Orange,Duel,6,367,False,1,Orange,0.096,2025-09-04,large_win,long,0,Orange_Duel
99,Orange,Standard,-1,372,False,3,Blue,0.075,2025-07-15,small_loss,long,1,Orange_Standard
100,Blue,Standard,-5,432,False,3,Orange,0.082,2025-08-05,large_loss,very_long,0,Blue_Standard
101,Blue,Duel,-6,322,False,1,Orange,0.098,2025-08-03,large_loss,normal,0,Blue_Duel
102,Orange,Doubles,-1,412,False,2,Blue,0.063,2025-07-18,small_loss,long,1,Orange_Doubles
103,Blue,Doubles,-6,262,False,2,Orange,0.148,2025-11-25,large_loss,short,0,Blue_Doubles
104,Blue,Duel,5,230,False,1,Blue,0.209,2025-10-16,large_win,short,0,Blue_Duel
105,Orange,Doubles,-6,385,False,2,Blue,0.083,2025-06-18,large_loss,long,0,Orange_Doubles
106,Orange,Duel,-5,267,False,1,Blue,0.1,2025-11-24,large_loss,short,0,Orange_Duel
107,Blue,Doubles,-4,353,False,2,Orange,0.097,2025-08-18,large_loss,normal,0,Blue_Doubles
108,Orange,Duel,-5,312,False,1,Blue,0.051,2025-08-14,large_loss,normal,0,Orange_Duel
109,Blue,Standard,3,385,False,3,Blue,0.056,2025-06-02,small_win,long,0,Blue_Standard
110,Blue,Standard,4,369,False,3,Blue,0.076,2025-06-06,large_win,long,0,Blue_Standard
111,Blue,Standard,-1,332,False,3,Orange,0.084,2025-11-05,small_loss,normal,1,Blue_Standard
112,Blue,Doubles,-2,377,False,2,Orange,0.083,2025-10-13,small_loss,long,1,Blue_Doubles
113,Blue,Doubles,2,387,True,2,Blue,0.089,2025-08-17,small_win,long,1,Blue_Doubles
114,Orange,Standard,6,261,False,3,Orange,0.142,2025-08-07,large_win,short,0,Orange_Standard
115,Blue,Standard,6,366,False,3,Blue,0.058,2025-11-05,large_win,long,0,Blue_Standard
116,Blue,Doubles,2,531,True,2,Blue,0.054,2025-09-21,small_win,very_long,1,Blue_Doubles
117,Blue,Doubles,3,347,True,2,Blue,0.099,2025-06-26,small_win,normal,0,Blue_Doubles
118,Blue,Duel,-2,221,False,1,Orange,0.228,2025-11-08,small_loss,short,1,Blue_Duel
119,Blue,Standard,-4,432,False,3,Orange,0.075,2025-06-20,large_loss,very_long,0,Blue_Standard
120,Orange,Standard,3,293,False,3,Orange,0.103,2025-06-12,small_win,short,0,Orange_Standard
121,Blue,Standard,5,390,True,3,Blue,0.09,2025-06-29,large_win,long,0,Blue_Standard
122,Blue,Duel,3,276,False,1,Blue,0.118,2025-11-24,small_win,short,0,Blue_Duel
123,Orange,Doubles,3,360,False,2,Orange,0.093,2025-09-09,small_win,normal,0,Orange_Doubles
124,Blue,Standard,-2,363,False,3,Orange,0.089,2025-07-22,small_loss,long,1,Blue_Standard
125,Orange,Duel,4,347,False,1,Orange,0.061,2025-08-08,large_win,normal,0,Orange_Duel
126,Blue,Duel,3,349,False,1,Blue,0.099,2025-08-14,small_win,normal,0,Blue_Duel
127,Orange,Duel,-4,276,False,1,Blue,0.12,2025-07-12,large_loss,short,0,Orange_Duel
128,Orange,Standard,3,271,False,3,Orange,0.141,2025-06-28,small_win,short,0,Orange_Standard
129,Orange,Duel,3,371,False,1,Orange,0.08,2025-09-04,small_win,long,0,Orange_Duel
130,Orange,Duel,-1,383,False,1,Blue,0.099,2025-09-27,small_loss,long,1,Orange_Duel
131,Blue,Standard,-6,390,False,3,Orange,0.075,2025-11-20,large_loss,long,0,Blue_Standard
132,Blue,Standard,-5,326,False,3,Orange,0.054,2025-09-12,large_loss,normal,0,Blue_Standard
133,Blue,Standard,-6,383,False,3,Orange,0.093,2025-07-12,large_loss,long,0,Blue_Standard
134,Orange,Duel,4,220,False,1,Orange,0.229,2025-08-24,large_win,short,0,Orange_Duel
135,Orange,Duel,5,465,True,1,Orange,0.09,2025-06-14,large_win,very_long,0,Orange_Duel
136,Orange,Doubles,-3,315,False,2,Blue,0.069,2025-07-20,large_loss,normal,0,Orange_Doubles
137,Blue,Duel,-3,372,False,1,Orange,0.082,2025-07-17,large_loss,long,0,Blue_Duel
138,Orange,Doubles,-6,318,False,2,Blue,0.095,2025-08-02,large_loss,normal,0,Orange_Doubles
139,Orange,Duel,0,388,True,1,Draw,0.076,2025-11-08,close,long,1,Orange_Duel
140,Orange,Doubles,-2,409,False,2,Blue,0.086,2025-07-04,small_loss,long,1,Orange_Doubles
141,Orange,Duel,6,326,False,1,Orange,0.054,2025-09-26,large_win,normal,0,Orange_Duel
142,Orange,Duel,4,232,False,1,Orange,0.225,2025-08-18,large_win,short,0,Orange_Duel
143,Orange,Standard,4,299,False,3,Orange,0.105,2025-07-17,large_win,short,0,Orange_Standard
144,Orange,Duel,2,287,False,1,Orange,0.133,2025-09-28,small_win,short,1,Orange_Duel
145,Orange,Standard,-1,412,False,3,Blue,0.083,2025-09-11,small_loss,long,1,Orange_Standard
146,Blue,Doubles,-1,383,True,2,Orange,0.093,2025-10-27,small_loss,long,1,Blue_Doubles
147,Blue,Standard,-6,609,True,3,Orange,0.051,2025-11-01,large_loss,very_long,0,Blue_Standard
148,Blue,Standard,-1,322,False,3,Orange,0.089,2025-09-12,small_loss,normal,1,Blue_Standard
149,Orange,Doubles,3,254,False,2,Orange,0.103,2025-07-03,small_win,short,0,Orange_Doubles
150,Orange,Duel,-4,291,False,1,Blue,0.13,2025-10-03,large_loss,short,0,Orange_Duel
151,Orange,Doubles,6,546,True,2,Orange,0.097,2025-11-21,large_win,very_long,0,Orange_Doubles
152,Blue,Doubles,1,414,False,2,Blue,0.081,2025-07-13,close,long,1,Blue_Doubles
153,Orange,Doubles,-1,314,False,2,Blue,0.077,2025-07-14,small_loss,normal,1,Orange_Doubles
154,Orange,Duel,-3,365,False,1,Blue,0.066,2025-08-20,large_loss,long,0,Orange_Duel
155,Orange,Doubles,3,354,False,2,Orange,0.086,2025-11-13,small_win,normal,0,Orange_Doubles
156,Blue,Duel,-4,385,False,1,Orange,0.059,2025-09-04,large_loss,long,0,Blue_Duel
157,Blue,Doubles,-4,353,False,2,Orange,0.093,2025-09-03,large_loss,normal,0,Blue_Doubles
158,Blue,Standard,-3,526,True,3,Orange,0.079,2025-09-01,large_loss,very_long,0,Blue_Standard
159,Orange,Doubles,-4,378,False,2,Blue,0.091,2025-11-23,large_loss,long,0,Orange_Doubles
160,Blue,Doubles,-6,357,False,2,Orange,0.057,2025-06-19,large_loss,normal,0,Blue_Doubles
161,Orange,Doubles,-1,360,False,2,Blue,0.08,2025-09-12,small_loss,normal,1,Orange_Doubles
162,Blue,Standard,1,395,False,3,Blue,0.056,2025-06-03,close,long,1,Blue_Standard
163,Blue,Standard,6,264,False,3,Blue,0.143,2025-07-04,large_win,short,0,Blue_Standard
164,Blue,Doubles,3,360,True,2,Blue,0.072,2025-08-31,small_win,normal,0,Blue_Doubles
165,Blue,Standard,-5,421,False,3,Orange,0.09,2025-06-02,large_loss,very_long,0,Blue_Standard
166,Blue,Doubles,-1,478,True,2,Orange,0.056,2025-07-12,small_loss,very_long,1,Blue_Doubles
167,Orange,Standard,6,355,False,3,Orange,0.066,2025-08-03,large_win,normal,0,Orange_Standard
168,Orange,Duel,5,390,False,1,Orange,0.084,2025-06-30,large_win,long,0,Orange_Duel
169,Blue,Standard,6,421,False,3,Blue,0.053,2025-07-16,large_win,very_long,0,Blue_Standard
170,Blue,Standard,0,278,False,3,Draw,0.101,2025-07-13,close,short,1,Blue_Standard
171,Blue,Doubles,-2,348,True,2,Orange,0.056,2025-06-19,small_loss,normal,1,Blue_Doubles
172,Orange,Doubles,-4,534,True,2,Blue,0.073,2025-08-28,large_loss,very_long,0,Orange_Doubles
173,Orange,Duel,-2,266,False,1,Blue,0.147,2025-10-09,small_loss,short,1,Orange_Duel
174,Orange,Standard,-4,385,False,3,Blue,0.096,2025-06-27,large_loss,long,0,Orange_Standard
175,Blue,Standard,-6,398,False,3,Orange,0.063,2025-11-02,large_loss,long,0,Blue_Standard
176,Blue,Doubles,-2,569,True,2,Orange,0.067,2025-11-10,small_loss,very_long,1,Blue_Doubles
177,Blue,Duel,-2,321,False,1,Orange,0.053,2025-10-29,small_loss,normal,1,Blue_Duel
178,Orange,Duel,-3,280,False,1,Blue,0.104,2025-08-05,large_loss,short,0,Orange_Duel
179,Blue,Standard,4,301,False,3,Blue,0.091,2025-08-05,large_win,normal,0,Blue_Standard
180,Orange,Duel,2,260,False,1,Orange,0.122,2025-06-15,small_win,short,1,Orange_Duel
181,Orange,Duel,3,284,False,1,Orange,0.132,2025-06-05,small_win,short,0,Orange_Duel
182,Orange,Standard,-4,356,False,3,Blue,0.052,2025-07-04,large_loss,normal,0,Orange_Standard
183,Blue,Doubles,1,413,False,2,Blue,0.068,2025-09-14,close,long,1,Blue_Doubles
184,Blue,Standard,3,301,False,3,Blue,0.058,2025-07-02,small_win,normal,0,Blue_Standard
185,Blue,Standard,3,284,False,3,Blue,0.116,2025-06-10,small_win,short,0,Blue_Standard
186,Blue,Duel,2,238,False,1,Blue,0.206,2025-06-04,small_win,short,1,Blue_Duel
187,Orange,Standard,-5,311,False,3,Blue,0.099,2025-08-24,large_loss,normal,0,Orange_Standard
188,Orange,Doubles,-3,305,False,2,Blue,0.051,2025-09-20,large_loss,normal,0,Orange_Doubles
189,Blue,Standard,1,437,False,3,Blue,0.053,2025-06-08,close,very_long,1,Blue_Standard
190,Orange,Standard,6,415,False,3,Orange,0.072,2025-09-13,large_win,long,0,Orange_Standard
191,Blue,Standard,-6,360,False,3,Orange,0.073,2025-09-09,large_loss,normal,0,Blue_Standard
192,Blue,Standard,6,430,False,3,Blue,0.076,2025-07-29,large_win,very_long,0,Blue_Standard
193,Blue,Doubles,-2,291,False,2,Orange,0.143,2025-07-02,small_loss,short,1,Blue_Doubles
194,Orange,Standard,-2,267,False,3,Blue,0.149,2025-09-04,small_loss,short,1,Orange_Standard
195,Blue,Duel,6,342,True,1,Blue,0.073,2025-11-16,large_win,normal,0,Blue_Duel
196,Blue,Doubles,-4,396,False,2,Orange,0.054,2025-06-13,large_loss,long,0,Blue_Doubles
197,Orange,Standard,6,419,False,3,Orange,0.09,2025-10-02,large_win,long,0,Orange_Standard
198,Blue,Doubles,3,383,False,2,Blue,0.083,2025-06-01,small_win,long,0,Blue_Doubles
199,Orange,Standard,-4,473,True,3,Blue,0.07,2025-09-10,large_loss,very_long,0,Orange_Standard
200,Orange,Standard,-5,361,False,3,Blue,0.085,2025-09-20,large_loss,long,0,Orange_Standard
201,Blue,Doubles,-4,305,False,2,Orange,0.078,2025-11-09,large_loss,normal,0,Blue_Doubles
202,Orange,Standard,-3,297,False,3,Blue,0.131,2025-08-10,large_loss,short,0,Orange_Standard
203,Blue,Standard,-4,313,False,3,Orange,0.081,2025-06-23,large_loss,normal,0,Blue_Standard
204,Orange,Duel,-4,261,False,1,Blue,0.104,2025-06-09,large_loss,short,0,Orange_Duel
205,Blue,Doubles,2,385,False,2,Blue,0.096,2025-07-16,small_win,long,1,Blue_Doubles
206,Blue,Standard,-6,339,False,3,Orange,0.069,2025-09-08,large_loss,normal,0,Blue_Standard
207,Blue,Standard,-6,376,True,3,Orange,0.083,2025-09-07,large_loss,long,0,Blue_Standard
208,Orange,Standard,-2,450,True,3,Blue,0.071,2025-10-24,small_loss,very_long,1,Orange_Standard
209,Orange,Doubles,-3,297,False,2,Blue,0.146,2025-06-14,large_loss,short,0,Orange_Doubles
210,Orange,Standard,4,325,False,3,Orange,0.085,2025-09-15,large_win,normal,0,Orange_Standard
211,Orange,Doubles,-2,249,False,2,Blue,0.113,2025-07-20,small_loss,short,1,Orange_Doubles
212,Blue,Standard,1,401,False,3,Blue,0.08,2025-07-24,close,long,1,Blue_Standard
213,Orange,Standard,-6,400,False,3,Blue,0.085,2025-07-26,large_loss,long,0,Orange_Standard
214,Orange,Duel,2,322,False,1,Orange,0.081,2025-06-01,small_win,normal,1,Orange_Duel
215,Orange,Standard,6,277,False,3,Orange,0.112,2025-06-01,large_win,short,0,Orange_Standard
216,Blue,Duel,-5,393,True,1,Orange,0.097,2025-09-23,large_loss,long,0,Blue_Duel
217,Orange,Standard,5,366,False,3,Orange,0.067,2025-08-08,large_win,long,0,Orange_Standard
218,Orange,Standard,-2,283,False,3,Blue,0.107,2025-06-20,small_loss,short,1,Orange_Standard
219,Blue,Doubles,2,359,False,2,Blue,0.074,2025-09-06,small_win,normal,1,Blue_Doubles
220,Orange,Standard,1,442,True,3,Orange,0.089,2025-06-01,close,very_long,1,Orange_Standard
221,Blue,Standard,-6,510,True,3,Orange,0.065,2025-11-25,large_loss,very_long,0,Blue_Standard
222,Blue,Standard,-5,378,False,3,Orange,0.099,2025-10-06,large_loss,long,0,Blue_Standard
223,Orange,Standard,-2,493,True,3,Blue,0.076,2025-11-24,small_loss,very_long,1,Orange_Standard
224,Blue,Doubles,5,365,False,2,Blue,0.059,2025-07-10,large_win,long,0,Blue_Doubles
225,Blue,Standard,-1,356,False,3,Orange,0.065,2025-06-23,small_loss,normal,1,Blue_Standard
226,Orange,Duel,6,275,False,1,Orange,0.142,2025-08-05,large_win,short,0,Orange_Duel
227,Blue,Doubles,6,403,True,2,Blue,0.069,2025-06-08,large_win,long,0,Blue_Doubles
228,Blue,Doubles,2,267,False,2,Blue,0.125,2025-06-17,small_win,short,1,Blue_Doubles
229,Orange,Doubles,-2,340,False,2,Blue,0.061,2025-11-06,small_loss,normal,1,Orange_Doubles
230,Orange,Doubles,3,367,False,2,Orange,0.053,2025-11-01,small_win,long,0,Orange_Doubles
231,Orange,Standard,-6,508,True,3,Blue,0.093,2025-10-03,large_loss,very_long,0,Orange_Standard
232,Orange,Duel,-1,230,False,1,Blue,0.227,2025-06-19,small_loss,short,1,Orange_Duel
233,Blue,Standard,-1,283,False,3,Orange,0.132,2025-09-29,small_loss,short,1,Blue_Standard
234,Blue,Doubles,4,317,False,2,Blue,0.062,2025-09-15,large_win,normal,0,Blue_Doubles
235,Orange,Doubles,4,349,False,2,Orange,0.058,2025-08-22,large_win,normal,0,Orange_Doubles
236,Orange,Doubles,6,306,False,2,Orange,0.088,2025-06-20,large_win,normal,0,Orange_Doubles
237,Orange,Duel,6,272,False,1,Orange,0.117,2025-11-03,large_win,short,0,Orange_Duel
238,Orange,Duel,1,261,False,1,Orange,0.114,2025-06-14,close,short,1,Orange_Duel
239,Blue,Standard,6,343,False,3,Blue,0.092,2025-06-07,large_win,normal,0,Blue_Standard
240,Orange,Standard,0,505,True,3,Draw,0.076,2025-07-01,close,very_long,1,Orange_Standard
241,Orange,Duel,-2,428,True,1,Blue,0.069,2025-10-05,small_loss,very_long,1,Orange_Duel
242,Orange,Duel,2,254,False,1,Orange,0.145,2025-07-21,small_win,short,1,Orange_Duel
243,Orange,Doubles,1,257,False,2,Orange,0.141,2025-06-02,close,short,1,Orange_Doubles
244,Orange,Standard,0,414,True,3,Draw,0.062,2025-06-19,close,long,1,Orange_Standard
245,Orange,Standard,-2,304,False,3,Blue,0.05,2025-06-25,small_loss,normal,1,Orange_Standard
246,Orange,Standard,-3,412,False,3,Blue,0.072,2025-11-19,large_loss,long,0,Orange_Standard
247,Orange,Duel,1,327,False,1,Orange,0.093,2025-11-04,close,normal,1,Orange_Duel
248,Orange,Standard,2,326,False,3,Orange,0.082,2025-07-16,small_win,normal,1,Orange_Standard
249,Orange,Doubles,-1,478,True,2,Blue,0.081,2025-09-21,small_loss,very_long,1,Orange_Doubles
250,Orange,Standard,-4,379,False,3,Blue,0.066,2025-09-27,large_loss,long,0,Orange_Standard
251,Orange,Standard,-1,342,False,3,Blue,0.085,2025-09-25,small_loss,normal,1,Orange_Standard
252,Orange,Duel,6,336,False,1,Orange,0.052,2025-08-10,large_win,normal,0,Orange_Duel
253,Orange,Doubles,-4,309,False,2,Blue,0.09,2025-07-22,large_loss,normal,0,Orange_Doubles
254,Orange,Doubles,-5,303,False,2,Blue,0.054,2025-09-07,large_loss,normal,0,Orange_Doubles
255,Orange,Doubles,-3,275,False,2,Blue,0.133,2025-10-13,large_loss,short,0,Orange_Doubles
256,Blue,Duel,3,332,False,1,Blue,0.096,2025-10-10,small_win,normal,0,Blue_Duel
257,Orange,Doubles,6,278,False,2,Orange,0.109,2025-10-26,large_win,short,0,Orange_Doubles
258,Orange,Standard,-6,408,False,3,Blue,0.09,2025-08-05,large_loss,long,0,Orange_Standard
259,Orange,Doubles,3,369,False,2,Orange,0.05,2025-09-27,small_win,long,0,Orange_Doubles
260,Orange,Duel,0,286,False,1,Draw,0.1,2025-09-25,close,short,1,Orange_Duel
261,Orange,Standard,6,439,False,3,Orange,0.082,2025-07-11,large_win,very_long,0,Orange_Standard
262,Orange,Duel,6,310,False,1,Orange,0.083,2025-09-19,large_win,normal,0,Orange_Duel
263,Orange,Duel,1,358,False,1,Orange,0.061,2025-06-11,close,normal,1,Orange_Duel
264,Orange,Standard,4,412,False,3,Orange,0.052,2025-06-11,large_win,long,0,Orange_Standard
265,Blue,Standard,5,374,False,3,Blue,0.085,2025-09-18,large_win,long,0,Blue_Standard
266,Orange,Doubles,-6,300,False,2,Blue,0.099,2025-10-10,large_loss,short,0,Orange_Doubles
267,Orange,Doubles,-3,339,False,2,Blue,0.07,2025-08-07,large_loss,normal,0,Orange_Doubles
268,Orange,Doubles,-3,252,False,2,Blue,0.142,2025-09-23,large_loss,short,0,Orange_Doubles
269,Orange,Duel,6,276,False,1,Orange,0.128,2025-07-29,large_win,short,0,Orange_Duel
270,Blue,Duel,5,299,False,1,Blue,0.102,2025-10-29,large_win,short,0,Blue_Duel
271,Orange,Duel,0,243,False,1,Draw,0.114,2025-09-23,close,short,1,Orange_Duel
